timestamp,replies,likes,retweets,sentence,row,has_media,hashtags,is_replied,is_reply_to,links,reply_to_users,timestamp_epochs,year,month,day
2019-01-17 13:21:00,small,small,small,LIVE SOON: Day 3 keynote address by @USFleetForces’ Adm. Christopher Grady at the 2019 Surface Navy Association National Symposium. #SNA2019 _URL …,3083,False,['SNA2019http'],True,False,['http://navylive.dodlive.mil/2019/01/14/surface-navy-association-31st-annual-national-symposium?utm_source=twitter&utm_medium=social&utm_content=100000433761689&utm_campaign=Fight'],[],1547731260,2019,1,17
2019-01-17 12:12:00,moderate,moderate,moderate,"This morning, our live coverage of the 2019 Surface Navy Association National Symposium – “Ready, Agile, Focused: Own the Fight” – concludes at 8:30A ET with @USFleetForces’ Adm. Christopher Grady. #SNA2019 _URL …",3084,False,['SNA2019'],True,False,['http://navylive.dodlive.mil/2019/01/14/surface-navy-association-31st-annual-national-symposium?utm_source=twitter&utm_medium=social&utm_content=100000433760767&utm_campaign=Fight'],[],1547727120,2019,1,17
2019-01-17 02:24:06,moderate,moderate,moderate,.@CNORichardson’s visit to China underscores importance of professional interaction at sea - _URL … _IMAGE,3085,True,[],True,False,['https://www.navy.mil/submit/display.asp?story_id=108321&utm_source=twitter&utm_medium=social&utm_content=100000433507297&utm_campaign=Misc'],[],1547691846,2019,1,17
2019-01-17 01:08:05,small,moderate,moderate,"#USNavy photos of the day: Exercise #IntrepidSentinel begins in #ArabianGulf, #USSRafaelPeralta Sailors maintain #NavyReadiness , #USSMcCampbell shines a light on #NavyPartnerships with @RoyalNavy, and Sailors conduct SAR training. info and : _URL … _IMAGE",3086,True,"['USNavy', 'IntrepidSentinel', 'ArabianGulf', 'USSRafaelPeralta', 'NavyReadiness', 'USSMcCampbell', 'NavyPartnerships']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000433615067&utm_campaign=Misc'],[],1547687285,2019,1,17
2019-01-17 00:04:47,moderate,moderate,moderate,"#USSGeraldRFord accepts first advanced weapons elevator, marking a major milestone for the ship and the #USNavy Ford-class of aircraft carriers to follow - _URL … #NavyLethality #NavyCapacity @flynavy @secnav76 _IMAGE",3087,True,"['USSGeraldRFord', 'USNavy', 'NavyLethality', 'NavyCapacity']",True,False,['https://www.navy.mil/submit/display.asp?story_id=108332&utm_source=twitter&utm_medium=social&utm_content=100000433698249&utm_campaign=Equip'],[],1547683487,2019,1,17
2019-01-18 23:09:06,moderate,moderate,moderate,"The #USNavy photos of the day: @secnav76 visits #USSGeraldRFord, Sailors conduct stretcher training aboard #USSPorter, an #LCAC exits #USSBoxer, and exercise #IntrepidSentinel continues in the #ArabianGulf! info and download: _URL … _IMAGE",3088,True,"['USNavy', 'USSGeraldRFord', 'USSPorter', 'LCAC', 'USSBoxer', 'IntrepidSentinel', 'ArabianGulf']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000435901147&utm_campaign=Misc'],[],1547852946,2019,1,18
2019-01-18 21:05:01,small,moderate,moderate,"What week it has been for The #USNavy’s newest aircraft carrier, #USSGeraldRFord. The ship accepted its first advanced weapons elevator and received a visit from @secnav76! _RETWEET …",3089,False,"['USNavy', 'USSGeraldRFord']",True,False,['https://twitter.com/secnav76/status/1086077308060848128'],[],1547845501,2019,1,18
2019-01-18 14:49:36,high,high,high,LIVE NOW: Watch the #USNavy's newest Sailors graduate boot camp and join the fleet. Prepare to get #ForgedByTheSea shipmates! _RETWEET …,3090,False,"['USNavy', 'ForgedByTheSea']",True,False,['https://twitter.com/i/broadcasts/1mrGmYegLvkGy'],[],1547822976,2019,1,18
2019-01-18 13:13:56,high,high,high,"Fair winds and following seas shipmate, we have the watch. #USNavy Identifies Sailor killed in Manbij, Syria. Details - _URL …",3091,False,['USNavy'],True,False,['https://www.navy.mil/submit/display.asp?story_id=108348&utm_source=twitter&utm_medium=social&utm_content=100000435718124&utm_campaign=AdvInc'],[],1547817236,2019,1,18
2019-01-19 21:37:31,high,high,high,"MT @USNavyEurope: #USSDonaldCook transited the Turkish Straits and entered the Black Sea Jan. 19, 2019 to conduct maritime security operations in support of regional allies and #NavyPartnerships. _IMAGE",3092,True,"['USSDonaldCook', 'NavyPartnerships']",True,False,[],[],1547933851,2019,1,19
2019-01-22 17:12:00,moderate,high,high,"Every day, our #USNavy Sailors are working to meet the challenges in this era of renewed great power competition. Meet some of our Faces of the Fleet who are maintaining maritime superiority as well as protecting our homeland and our economic prosperity. _URL …",3093,False,['USNavy'],True,False,['http://navylive.dodlive.mil/2019/01/21/faces-of-the-fleet-289?utm_source=twitter&utm_medium=social&utm_content=100000438730405&utm_campaign=Fight'],[],1548177120,2019,1,22
2019-01-22 13:10:01,moderate,moderate,moderate,"#ICYMI MT @USNavyEurope: #USSDonaldCook #DDG75 arrived in Batumi, Georgia, Monday for port visit - _URL … #NavyPartnerships _IMAGE",3094,True,"['ICYMI', 'USSDonaldCook', 'DDG75', 'NavyPartnershipspic']",True,False,['http://www.c6f.navy.mil/news/uss-donald-cook-arrives-batumi-georgia?utm_source=twitter&utm_medium=social&utm_content=100000438712146&utm_campaign=Fight'],[],1548162601,2019,1,22
2019-01-23 15:57:34,high,high,high,"Named for a #MedalOfHonor recipient and #USNavy SEAL, #USSMichaelMonsoor #DDG1001 will be commissioned Saturday. @Allhandsmag spoke to Master-At-Arms 2nd Class Michael Monsoor's teammates who shared his story of his courageous and selfless actions - _URL … _IMAGE",3095,True,"['MedalOfHonor', 'USNavy', 'USSMichaelMonsoor', 'DDG1001']",True,False,['https://www.navy.mil/ah_online/ftrStory.asp?issue=3&id=108370&utm_source=twitter&utm_medium=social&utm_content=100000439937557&utm_campaign=Equip'],[],1548259054,2019,1,23
2019-01-23 00:04:06,moderate,moderate,moderate,"#USNavy photos of the day: #USSPorter transits the #SkagerrakStrait, #Marines fire away aboard #USSKearsarge, Sailors participate in deadlift competition aboard #USSBoxer, and an #F35B Lightning II lands aboard #USSWasp. info and download: _URL … _IMAGE",3096,True,"['USNavy', 'USSPorter', 'SkagerrakStrait', 'Marines', 'USSKearsarge', 'USSBoxer', 'F35B', 'USSWasp']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000438916254&utm_campaign=Misc'],[],1548201846,2019,1,23
2019-01-24 23:08:07,moderate,moderate,moderate,"We’re not restricted by geographic boundaries while operating forward – like #USSPorter’s arrival in Riga, #Latvia, demonstrating our #USNavy’s commitment to #NavyReadiness around the world - _URL … _IMAGE",3097,True,"['USSPorter', 'Latvia', 'USNavy', 'NavyReadiness']",True,False,['http://www.c6f.navy.mil/news/uss-porter-arrives-riga-latvia?utm_source=twitter&utm_medium=social&utm_content=100000440977142&utm_campaign=Fight'],[],1548371287,2019,1,24
2019-01-24 22:38:02,moderate,moderate,moderate,".@CNORichardson completes 10 day around-the-world trip, meeting with our forward #USNavy deployed forces, partners and allies, and those who meet us on the seas - _URL … _IMAGE",3098,True,['USNavy'],True,False,['http://navylive.dodlive.mil/2019/01/24/travels-with-cno-richardson-completes-10-day-around-the-world-trip?utm_source=twitter&utm_medium=social&utm_content=100000441333141&utm_campaign=Misc'],[],1548369482,2019,1,24
2019-01-24 18:49:01,small,moderate,moderate,"#TBT to Nov. 22, 2018, when #USSWayneEMeyer conducted fisheries patrol exercise with @USCG and Ecuadorian naval assets in Pacific Ocean to combat the international problem of illegal, unreported and unregulated fishing - _URL … #NavyPartnerships _IMAGE",3099,True,"['TBT', 'USSWayneEMeyer', 'NavyPartnershipspic']",True,False,['https://www.navy.mil/submit/display.asp?story_id=107861&utm_source=twitter&utm_medium=social&utm_content=100000441098379&utm_campaign=Fight'],[],1548355741,2019,1,24
2019-01-24 16:10:02,high,high,high,"This Saturday, #USNavy will grow when future #USSMichaelMonsoor #DDG1001 joins the fleet during its commissioning ceremony at 1P ET / 10A PT. _URL … _URL … _IMAGE",3100,True,"['USNavy', 'USSMichaelMonsoor', 'DDG1001']",True,False,"['https://www.navy.mil/submit/display.asp?story_id=108383&utm_source=twitter&utm_medium=social&utm_content=100000440869969&utm_campaign=Equip', 'http://navylive.dodlive.mil/2019/01/23/uss-michael-monsoor-ddg-1001-commissioning/?utm_source=twitter&utm_medium=social&utm_content=100000440869969&utm_campaign=Equip']",[],1548346202,2019,1,24
2019-01-24 12:34:00,high,high,high,".@USCG, thank you!As part of our joint force, you are America's maritime first responder!@ComdtUSCG _RETWEET …",3101,False,[],True,False,['https://twitter.com/thejointstaff/status/1087895030457602049'],[],1548333240,2019,1,24
2019-01-24 00:10:04,moderate,high,high,"#USNavy photos of the day:#USSGravely conducts small boat operations, Sailors chock and chain down a helicopter aboard #USSChungHoon, a Sailor operates a weapons' elevator, and an AV-8B Harrier gets moved on #USSBoxer. info and download: _URL … _IMAGE",3102,True,"['USNavy', 'USSGravely', 'USSChungHoon', 'USSBoxer']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000440237124&utm_campaign=Misc'],[],1548288604,2019,1,24
2019-01-25 21:01:03,high,high,moderate,"#KnowYourMil: #NavyPartnerships just aren't with other countries.Together, the #USNavy and @USCG conduct cooperative international engagement in the maritime domain while building broad partnerships across a range of mission areas.@ComdtUSCG @VComdtUSCG _IMAGE",3103,True,"['KnowYourMil', 'NavyPartnerships', 'USNavy']",True,False,[],[],1548450063,2019,1,25
2019-01-25 20:08:00,moderate,moderate,moderate,"#FridayReads: Although separated by 75 years, there is little distance between what #USSMissouri and #USSMichaelMonsoor represent to a free and open Indo-Pacific today. @indopacom @USPacificFleet @SurfaceWarriors _URL …",3104,False,"['FridayReads', 'USSMissouri', 'USSMichaelMonsoor']",True,False,['http://navylive.dodlive.mil/?p=48276&utm_source=twitter&utm_medium=social&utm_content=100000442051659&utm_campaign=Fight'],[],1548446880,2019,1,25
2019-01-25 18:38:01,moderate,small,small,"#FlashbackFriday to this past Dec. 7 when future #USSMichaelMonsoor completed its maiden voyage, arriving at its #SanDiego homeport.Tomorrow at 1P ET/10A PT, #DDG1001 will be commissioned there in its namesake’s home state. _URL … _URL … _IMAGE",3105,True,"['FlashbackFriday', 'USSMichaelMonsoor', 'SanDiego', 'DDG1001']",True,False,"['https://www.navy.mil/submit/display.asp?story_id=108383&utm_source=twitter&utm_medium=social&utm_content=100000441869740&utm_campaign=Equip', 'http://navylive.dodlive.mil/2019/01/23/uss-michael-monsoor-ddg-1001-commissioning?utm_source=twitter&utm_medium=social&utm_content=100000441869740&utm_campaign=Equip']",[],1548441481,2019,1,25
2019-01-25 17:12:01,high,moderate,moderate,"That #FridayFeeling when you're about to join the #USNavy fleet!On Saturday at 1P ET / 10A PT, future #USSMichaelMonsoor #DDG1001 will be commissioned at Naval Air Station North Island, #SanDiego, California. _URL … _URL … _IMAGE",3106,True,"['FridayFeeling', 'USNavy', 'USSMichaelMonsoor', 'DDG1001', 'SanDiego']",True,False,"['https://www.navy.mil/submit/display.asp?story_id=108383&utm_source=twitter&utm_medium=social&utm_content=100000441859802&utm_campaign=Equip', 'http://navylive.dodlive.mil/2019/01/23/uss-michael-monsoor-ddg-1001-commissioning?utm_source=twitter&utm_medium=social&utm_content=100000441859802&utm_campaign=Equip']",[],1548436321,2019,1,25
2019-01-25 15:10:10,high,high,high,"Nothing stops us from always building the #NavyTheNationNeeds. That mentality starts day 1 at boot camp, Recruit Training Command Great Lakes! From extreme heat to freezing cold temps, recruits continue to train because Sailors aren't born, they are #ForgedByTheSea. #KnowYourMil _IMAGE",3107,True,"['NavyTheNationNeeds', 'ForgedByTheSea', 'KnowYourMilpic']",True,False,[],[],1548429010,2019,1,25
2019-01-25 12:53:01,moderate,moderate,moderate,"MT @CNORichardson: Team, it’s great to be at Recruit Training Command with @NavyMCPON where we met the exceptional Sailors of this graduating class. They’ve exemplified #USNavy toughness throughout their eight weeks of basic training. Today, we welcome them to the fleet! _IMAGE",3108,True,['USNavy'],True,False,[],[],1548420781,2019,1,25
2019-01-25 02:15:01,moderate,small,small,".@USPacificFleet’s Adm. John Aquilino visits Yokosuka, discussing #USNavy training, manning, safety and the direction of future operations - _URL … _IMAGE",3109,True,['USNavy'],True,False,['https://www.navy.mil/submit/display.asp?story_id=108389&utm_source=twitter&utm_medium=social&utm_content=100000441173887&utm_campaign=Misc'],[],1548382501,2019,1,25
2019-01-25 00:19:04,moderate,moderate,moderate,"Our photos of the day: #USSMitscher gets resupplied by #USNSKanawha, an #F35B readies for a night-time launch aboard #USSWasp, #USSPorter pulls into Riga, #Latvia, and Florida students virtually experience our #USNavy. info and download: _URL … _IMAGE",3110,True,"['USSMitscher', 'USNSKanawha', 'F35B', 'USSWasp', 'USSPorter', 'Latvia', 'USNavy']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000441113024&utm_campaign=Misc'],[],1548375544,2019,1,25
2019-01-26 21:51:02,small,moderate,moderate,#KnowYourMil: We can't maintain our #NavyReadiness alone. Training like this search and rescue exercise with the @USCG last March near #SanDiego benefit both sea services as part of America's joint force. @ComdtUSCG @VComdtUSCG _IMAGE,3111,True,"['KnowYourMil', 'NavyReadiness', 'SanDiego']",True,False,[],[],1548539462,2019,1,26
2019-01-26 18:49:18,moderate,moderate,moderate,"VCNO Adm. Bill Moran: Michael Monsoor’s story is a testament to what’s best about the American spirit. He has gifted us a legacy of selfless sacrifice, teamwork, devotion, bravery and love of country. (1/4 #USSMichaelMonsoor) _IMAGE",3112,True,['USSMichaelMonsoor'],True,False,[],[],1548528558,2019,1,26
2019-01-26 18:19:34,moderate,high,high,#DYK: #USSMichaelMonsoor's namesake was awarded the #MedalOfHonor for his courageous and selfless actions in Iraq. @Allhandsmag spoke to his teammates who shared his story - _URL … _IMAGE,3113,True,"['DYK', 'USSMichaelMonsoor', 'MedalOfHonor']",True,False,['https://www.navy.mil/ah_online/ftrStory.asp?issue=3&id=108370&utm_source=twitter&utm_medium=social&utm_content=100000442072885&utm_campaign=Equip'],[],1548526774,2019,1,26
2019-01-26 18:03:12,high,high,high," LIVE NOW: Named for #MedalOfHonor recipient and #USNavy SEAL, #USSMichaelMonsoor #DDG1001 is being commissioned. _RETWEET …",3114,False,"['MedalOfHonor', 'USNavy', 'USSMichaelMonsoor', 'DDG1001']",True,False,['https://twitter.com/i/broadcasts/1MnGnNmLwZYGO'],[],1548525792,2019,1,26
2019-01-26 17:53:01,high,moderate,moderate,LIVE SOON: #USSMichaelMonsoor #DDG1001 commissioning ceremony. _URL … _URL … _IMAGE,3115,True,"['USSMichaelMonsoor', 'DDG1001']",True,False,"['https://www.navy.mil/submit/display.asp?story_id=108383&utm_source=twitter&utm_medium=social&utm_content=100000442070348&utm_campaign=Equip', 'http://navylive.dodlive.mil/2019/01/23/uss-michael-monsoor-ddg-1001-commissioning/?utm_source=twitter&utm_medium=social&utm_content=100000442070348&utm_campaign=Equip']",[],1548525181,2019,1,26
2019-01-26 16:40:01,moderate,moderate,small,LIVE 1P ET/ 10A PT: #USSMichaelMonsoor #DDG1001 commissioning ceremony. _URL … _URL … _IMAGE,3116,True,"['USSMichaelMonsoor', 'DDG1001']",True,False,"['https://www.navy.mil/submit/display.asp?story_id=108383&utm_source=twitter&utm_medium=social&utm_content=100000442065764&utm_campaign=Equip', 'http://navylive.dodlive.mil/2019/01/23/uss-michael-monsoor-ddg-1001-commissioning/?utm_source=twitter&utm_medium=social&utm_content=100000442065764&utm_campaign=Equip']",[],1548520801,2019,1,26
2019-01-26 13:01:00,high,high,high,"Named for #MedalOfHonor recipient and #USNavy SEAL, #USSMichaelMonsoor #DDG1001 will be commissioned today at 1P ET / 10A PT in #SanDiego, California. _URL …",3117,False,"['MedalOfHonor', 'USNavy', 'USSMichaelMonsoor', 'DDG1001', 'SanDiego']",True,False,['http://navylive.dodlive.mil/2019/01/23/uss-michael-monsoor-ddg-1001-commissioning/?utm_source=twitter&utm_medium=social&utm_content=100000442064637&utm_campaign=Equip'],[],1548507660,2019,1,26
2019-01-26 12:05:05,moderate,high,high,"#USNavy Sailors and #Georgian coast guardsmen conduct visit, board, search and seizure exercises aboard #USSDonaldCook in the #BlackSea. The U.S. Navy routinely operates in the Black Sea consistent with the Montreux Convention and international law. #NavyPartnerships #US6thFleet _IMAGE",3118,True,"['USNavy', 'Georgian', 'USSDonaldCook', 'BlackSea', 'NavyPartnerships', 'US6thFleetpic']",True,False,[],[],1548504305,2019,1,26
2019-01-26 03:11:38,moderate,moderate,moderate,"MT @CNORichardson: It was an honor to be today’s Navy Bootcamp Graduation Reviewing Officer and welcome the newest Navy warfighters to the fleet. @NavyMCPON and I spent a great day with graduates, instructors and recruits and watched Navy toughness in action. #NavyReadiness _IMAGE",3119,True,['NavyReadinesspic'],True,False,[],[],1548472298,2019,1,26
2019-01-26 00:07:04,moderate,moderate,moderate,"Our photos of the day: #USNavy recruiters of the year visit the Pentagon, Marines depart #USSAshland, Sailors conduct a pre-dive check, and a C-2A Greyhound gets lowered into a hangar bay aboard #USSJohnCStennis. info and download: _URL … _IMAGE",3120,True,"['USNavy', 'USSAshland', 'USSJohnCStennis']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000442102744&utm_campaign=Misc'],[],1548461224,2019,1,26
2019-01-26 00:04:01,small,moderate,moderate,"MT @USPacificFleet: For the second time in recent months, #USSJohnCStennis receives supplies at sea in the #IndianOcean through a temporary cargo transfer initiative in #SriLanka - _URL … (File photo) _IMAGE",3121,True,"['USSJohnCStennis', 'IndianOcean', 'SriLanka']",True,False,['https://www.cpf.navy.mil/news.aspx/110650?utm_source=twitter&utm_medium=social&utm_content=100000441871708&utm_campaign=Fight'],[],1548461041,2019,1,26
2019-01-27 18:37:07,high,high,high,#KnowYourMil: It takes a maritime team to protect the homeland and preserve America’s strategic influence around the world. @uscg @usmc _IMAGE,3122,True,['KnowYourMil'],True,False,[],[],1548614227,2019,1,27
2019-01-27 13:11:01,small,moderate,moderate,Temporary @DeptofDefense exception to policy allowing select service members to transfer their Post-9/11 #GIBill education benefits - _URL … via @usnpeople _IMAGE,3123,True,['GIBill'],True,False,['https://www.navy.mil/submit/display.asp?story_id=108402&utm_source=twitter&utm_medium=social&utm_content=100000442077155&utm_campaign=Man'],[],1548594661,2019,1,27
2019-01-28 23:33:01,moderate,small,small,Important information about federal tax changes for #USNavy Sailors and their families - _URL … via @DeptofDefense _IMAGE,3124,True,['USNavy'],True,False,['https://www.navy.mil/submit/display.asp?story_id=108430&utm_source=twitter&utm_medium=social&utm_content=100000443476326&utm_campaign=Misc'],[],1548718381,2019,1,28
2019-01-28 23:04:01,small,small,moderate,"On this #DataPrivacyDay and every day, practice cyber safety to protect your data because the threat is real - _URL … #NavyReadiness _IMAGE",3125,True,"['DataPrivacyDay', 'NavyReadinesspic']",True,False,['http://navylive.dodlive.mil/2017/10/27/all-hands-need-to-practice-cyber-safety?utm_source=twitter&utm_medium=social&utm_content=100000443534255&utm_campaign=Fight'],[],1548716641,2019,1,28
2019-01-28 21:38:01,moderate,moderate,moderate,MT @USNavyEurope: #USNavy Sailors aboard #USSDonaldCook #DDG75 stand watch in the bridge as the ship transits the Bosphorus Strait today. _IMAGE,3126,True,"['USNavy', 'USSDonaldCook', 'DDG75']",True,False,[],[],1548711481,2019,1,28
2019-01-28 20:24:34,small,small,small," This morning at the @BrookingsInst, @CNORichardson discussed the Design for Maintaining Maritime Superiority 2.0 and #USNavy's plan to provide decisive combat power. #NavyReadiness #NavyLethality _RETWEET …",3127,False,"['USNavy', 'NavyReadiness', 'NavyLethalityhttps']",True,False,['https://twitter.com/cspan/status/1089888698458607618'],[],1548707074,2019,1,28
2019-01-28 19:44:01,moderate,moderate,moderate,"#USNavy #USSAbrahamLincoln Carrier Strike Group departs for COMPTUEX, testing #NavyReadiness for deployed operations - _URL … _IMAGE",3128,True,"['USNavy', 'USSAbrahamLincoln', 'NavyReadiness']",True,False,['https://www.navy.mil/submit/display.asp?story_id=108427&utm_source=twitter&utm_medium=social&utm_content=100000443477648&utm_campaign=Train'],[],1548704641,2019,1,28
2019-01-28 18:43:04,moderate,moderate,small,"#OTD 2006: #USNavy #USSForrestSherman, named after Chief of Naval Operations Adm. Forrest Sherman, commissioned in Pensacola, Florida. @SurfaceWarriors @USNHistory _IMAGE",3129,True,"['OTD', 'USNavy', 'USSForrestSherman']",True,False,[],[],1548700984,2019,1,28
2019-01-28 16:14:02,high,high,moderate,"THIS WEEK: #USSouthDakota joins #USNavy fleet during its commissioning ceremony Saturday at Groton, Connecticut, adding its #NavyLethality and expanding #NavyCapacity - _URL … _IMAGE",3130,True,"['USSSouthDakota', 'USNavy', 'NavyLethality', 'NavyCapacity']",True,False,['http://navylive.dodlive.mil/2019/01/02/uss-south-dakota-ssn-790-commissioning?utm_source=twitter&utm_medium=social&utm_content=100000443224396&utm_campaign=Equip'],[],1548692042,2019,1,28
2019-01-28 15:23:05,moderate,moderate,moderate,#USSMichaelMonsoor commissioning ceremony honors #USNavy SEAL’s legacy - _URL … via @SurfaceWarriors _IMAGE,3131,True,"['USSMichaelMonsoor', 'USNavy']",True,False,['https://www.navy.mil/submit/display.asp?story_id=108421&utm_source=twitter&utm_medium=social&utm_content=100000443131659&utm_campaign=Equip'],[],1548688985,2019,1,28
2019-01-29 21:44:28,small,small,small,"MT @NPS_Monterey: Today at 6P ET/ 3P PT, @secnav76 on campus for our change of charge and investiture ceremony, celebrating leadership of retired Vice Adm. Ronald A. Route and welcoming retired Vice Adm. Ann E. Rondeau to the helm of the university - _URL  _IMAGE",3132,True,[],True,False,['https://www.nps.edu/watchlive'],[],1548798268,2019,1,29
2019-01-29 18:39:03,moderate,high,moderate,#BlueGreenTeam's #NavyReadiness underway MT @Amphib7FLT: Many hands make light work! Check out the 31st MEU @USMC adding thunder to the Lightning by loading missiles on an #F35B! _IMAGE,3133,True,"['BlueGreenTeam', 'NavyReadiness', 'F35B']",True,False,[],[],1548787143,2019,1,29
2019-01-29 16:17:02,small,moderate,moderate,"Exercise #CutlassExpress 2019 begins, assessing and improving combined maritime law enforcement capacity, promoting national and regional security in East Africa as well as information sharing, planning and operating - _URL … #NavyPartnerships via @USNavyEurope _IMAGE",3134,True,"['CutlassExpress', 'NavyPartnerships']",True,False,['http://www.c6f.navy.mil/news/exercise-cutlass-express-2019-begins?utm_source=twitter&utm_medium=social&utm_content=100000443782653&utm_campaign=Train'],[],1548778622,2019,1,29
2019-01-29 12:02:02,moderate,moderate,moderate,"ICYMI: While conducting theater security operations in international waters, #USSChungHoon interdicted a shipment of 4,700 kilograms of hashish aboard a stateless vessel in the Gulf of Aden, Jan. 24. #NavyCapacitySTORY: _URL … _IMAGE",3135,True,"['USSChungHoon', 'NavyCapacity']",True,False,['https://www.navy.mil/submit/display.asp?story_id=108435&utm_source=twitter&utm_medium=social&utm_content=100000443764065&utm_campaign=Fight'],[],1548763322,2019,1,29
2019-01-29 02:26:07,small,moderate,moderate,"Around the fleet with today's #USNavy photos of the day:Icy departure for #USSPorter, F-35B takes flight aboard #USSWasp, #USSAbrahamLincoln gets underway for its COMPTUEX, and small-boat operations aboard #USSFortMcHenry. info and download: _URL … _IMAGE",3136,True,"['USNavy', 'USSPorter', 'USSWasp', 'USSAbrahamLincoln', 'USSFortMcHenry']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000443469036&utm_campaign=Misc'],[],1548728767,2019,1,29
2019-01-30 22:21:02,small,small,small,"MT @USNavyEurope: Designed to improve regional cooperation, maritime domain awareness & information sharing practices, Exercise #CutlassExpress 2019 aims to increase capabilities between the U.S., East African & Western Indian Ocean nations to counter illicit maritime activity. _IMAGE",3137,True,['CutlassExpress'],True,False,[],[],1548886862,2019,1,30
2019-01-30 18:13:00,small,small,small,MT @SECNAV76: #SECNAV76 presided over @NPS_Monterey's change of charge and investiture ceremony Tuesday where retired Vice Adm. Ann E. Rondeau relieved retired Vice Adm. Ronald A. Route to become the 49th president of the university - _URL … _IMAGE,3138,True,['SECNAV76'],True,False,['https://my.nps.edu/-/new-president-takes-the-helm-at-naval-postgraduate-school'],[],1548871980,2019,1,30
2019-01-30 16:37:06,high,high,high,"While we hunker down back home because of the #PolarVortex in the United States, the cold doesn't stop our forward deployed #USNavy Sailors from maintaining #NavyReadiness in the #BalticSea – like #USSPorter demonstrating one of @CNORichardson's core attributes: Toughness! _IMAGE",3139,True,"['PolarVortex', 'USNavy', 'NavyReadiness', 'BalticSea', 'USSPorter']",True,False,[],[],1548866226,2019,1,30
2019-01-30 14:55:39,small,small,small,"MT @USPacificFleet: Adm. Aquilino visits @PSNSandIMF in Bremerton, Washington, learning about technical innovations and process improvements there and thanking members of the shipyard workforce for their determination to restore #NavyReadiness - _URL … _IMAGE",3140,True,['NavyReadiness'],True,False,['https://www.navy.mil/submit/display.asp?story_id=108454&utm_source=twitter&utm_medium=social&utm_content=100000444503656&utm_campaign=Equip'],[],1548860139,2019,1,30
2019-01-30 02:06:05,moderate,moderate,moderate,"#USNavy photos of the day: Exercise #CutlassExpress begins and @uscg personnel provide visit, board, search and seizure training; and aboard #USSJohnCStennis, an E-2C Hawkeye lands and an E/A-18G Growler readies for launch! info and download: _URL … _IMAGE",3141,True,"['USNavy', 'CutlassExpress', 'USSJohnCStennis']",True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_content=100000443999890&utm_campaign=Misc'],[],1548813965,2019,1,30
2019-02-01 22:24:08,moderate,moderate,moderate,"#DYK the @USCG also deploys alongside the #USNavy supporting multi-national joint-training exercises like #CutlassExpress 2019? Check out this U.S. Coast Guardsman providing #VBSS training to Kenyan, Djiboutian and Comorian navy Sailors. #NavyPartnerships _IMAGE",3142,True,"['DYK', 'USNavy', 'CutlassExpress', 'VBSS', 'NavyPartnershipspic']",True,False,[],[],1549059848,2019,2,1
2019-02-01 21:12:04,moderate,moderate,moderate,"BZ! #USNavy Seabees assigned to #NMCB1 celebrated the opening of the Ali Oune Medical Clinic in #Djibouti, #Africa. Taking 5 months to construct it will provide basic medical, birth and after care to more than 1,00 residents and rural neighbors in the area. #NavyPartnerships _IMAGE",3143,True,"['USNavy', 'NMCB1', 'Djibouti', 'Africa', 'NavyPartnershipspic']",True,False,[],[],1549055524,2019,2,1
2019-02-01 20:05:03,high,high,high,"#USNavy to conduct the first ever all-female flyover in honor of Navy Captain Rosemary Mariner, one of the Navy’s first female jet pilots and a true #NavalAviation pioneer — _URL … _IMAGE",3144,True,"['USNavy', 'NavalAviation']",True,False,['https://www.navy.mil/submit/display.asp?story_id=108497&utm_source=twitter&utm_medium=social&utm_content=100000445928187&utm_campaign=Hist'],[],1549051503,2019,2,1
2019-02-01 17:15:01,small,small,small,"MT @NAVAIRNews: VADM DeWolfe Miller, Commander, @FlyNavy, discusses readiness recovery and the current state of naval aviation on the latest edition of AIRWaves. Available on @SoundCloud, @iTunes or @GooglePlayMusic #NavyReadiness #PodcastFriday _URL … _IMAGE",3145,True,"['NavyReadiness', 'PodcastFriday']",True,False,['https://soundcloud.com/navairsyscom/airwaves-17-state-of-naval-aviation-with-vice-admiral-dewolfe-miller-commander-naval-air-forces'],[],1549041301,2019,2,1
2019-02-01 15:50:01,high,moderate,moderate,February is #BlackHistoryMonth. Help us celebrate by learning about some prominent African American Sailors that have left a lasting legacy on your #USNavy. — _URL … _IMAGE,3146,True,"['BlackHistoryMonth', 'USNavy']",True,False,['https://www.history.navy.mil/browse-by-topic/diversity/african-americans.html?utm_source=twitter&utm_medium=social&utm_content=100000445767233&utm_campaign=Hist'],[],1549036201,2019,2,1
